"Year","State","State_Code","Ag.District","Ag.District.Code","County","County.ANSI","Commodity","Species","Product_Type","Unit","Value","CV....","Wholesale_Type"
2017,"IOWA",19,"NORTHEAST",30,"FAYETTE",65,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"IOWA",19,"NORTHEAST",30,"WINNESHIEK",191,"FOOD FISH","OTHER","ALL PRODUCTS",NA,1,"8.2",NA
2017,"IOWA",19,"NORTHEAST",30,"WINNESHIEK",191,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"IOWA",19,"NORTHEAST",30,"WINNESHIEK",191,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"8.2",NA
2017,"IOWA",19,"NORTHEAST",30,"WINNESHIEK",191,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"IOWA",19,"SOUTH CENTRAL",80,"APPANOOSE",7,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"6.9",NA
2017,"IOWA",19,"SOUTH CENTRAL",80,"APPANOOSE",7,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"IOWA",19,"SOUTHWEST",70,"TAYLOR",173,"FOOD FISH","OTHER","ALL PRODUCTS",NA,1,"(L)",NA
2017,"IOWA",19,"SOUTHWEST",70,"TAYLOR",173,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KANSAS",20,"EAST CENTRAL",80,"GEARY",61,"FOOD FISH","OTHER","ALL PRODUCTS",NA,1,"6.9",NA
2017,"KANSAS",20,"EAST CENTRAL",80,"GEARY",61,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KANSAS",20,"EAST CENTRAL",80,"GEARY",61,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"36.2",NA
2017,"KANSAS",20,"EAST CENTRAL",80,"GEARY",61,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KANSAS",20,"EAST CENTRAL",80,"GEARY",61,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"6.9",NA
2017,"KANSAS",20,"EAST CENTRAL",80,"GEARY",61,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KANSAS",20,"EAST CENTRAL",80,"LYON",111,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"36.2",NA
2017,"KANSAS",20,"EAST CENTRAL",80,"LYON",111,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KANSAS",20,"EAST CENTRAL",80,"SHAWNEE",177,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"36.2",NA
2017,"KANSAS",20,"EAST CENTRAL",80,"SHAWNEE",177,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KANSAS",20,"NORTHEAST",70,"NEMAHA",131,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,2,"36.2",NA
2017,"KANSAS",20,"NORTHEAST",70,"NEMAHA",131,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KANSAS",20,"SOUTH CENTRAL",60,"HARPER",77,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"36.2",NA
2017,"KANSAS",20,"SOUTH CENTRAL",60,"HARPER",77,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KANSAS",20,"SOUTH CENTRAL",60,"HARVEY",79,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"36.2",NA
2017,"KANSAS",20,"SOUTH CENTRAL",60,"HARVEY",79,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KANSAS",20,"SOUTH CENTRAL",60,"KINGMAN",95,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"36.2",NA
2017,"KANSAS",20,"SOUTH CENTRAL",60,"KINGMAN",95,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KANSAS",20,"SOUTH CENTRAL",60,"PRATT",151,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"36.2",NA
2017,"KANSAS",20,"SOUTH CENTRAL",60,"PRATT",151,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KANSAS",20,"SOUTH CENTRAL",60,"RENO",155,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"36.2",NA
2017,"KANSAS",20,"SOUTH CENTRAL",60,"RENO",155,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KANSAS",20,"SOUTHEAST",90,"BUTLER",15,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"36.2",NA
2017,"KANSAS",20,"SOUTHEAST",90,"BUTLER",15,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KANSAS",20,"SOUTHEAST",90,"CRAWFORD",37,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"36.2",NA
2017,"KANSAS",20,"SOUTHEAST",90,"CRAWFORD",37,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KANSAS",20,"SOUTHWEST",30,"MEADE",119,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"36.2",NA
2017,"KANSAS",20,"SOUTHWEST",30,"MEADE",119,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KENTUCKY",21,"BLUEGRASS",50,"FAYETTE",67,"FOOD FISH","OTHER","ALL PRODUCTS",NA,1,"10.4",NA
2017,"KENTUCKY",21,"BLUEGRASS",50,"FAYETTE",67,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KENTUCKY",21,"BLUEGRASS",50,"FRANKLIN",73,"FOOD FISH","OTHER","ALL PRODUCTS",NA,1,"10.4",NA
2017,"KENTUCKY",21,"BLUEGRASS",50,"FRANKLIN",73,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KENTUCKY",21,"BLUEGRASS",50,"FRANKLIN",73,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"(H)",NA
2017,"KENTUCKY",21,"BLUEGRASS",50,"FRANKLIN",73,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KENTUCKY",21,"BLUEGRASS",50,"WOODFORD",239,"FOOD FISH","OTHER","ALL PRODUCTS",NA,1,"10.4",NA
2017,"KENTUCKY",21,"BLUEGRASS",50,"WOODFORD",239,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KENTUCKY",21,"CENTRAL",30,"BUTLER",31,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,2,"(H)",NA
2017,"KENTUCKY",21,"CENTRAL",30,"BUTLER",31,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KENTUCKY",21,"CENTRAL",30,"METCALFE",169,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,2,"(H)",NA
2017,"KENTUCKY",21,"CENTRAL",30,"METCALFE",169,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KENTUCKY",21,"CENTRAL",30,"RUSSELL",207,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"7.8",NA
2017,"KENTUCKY",21,"CENTRAL",30,"RUSSELL",207,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KENTUCKY",21,"CENTRAL",30,"WARREN",227,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,2,"(H)",NA
2017,"KENTUCKY",21,"CENTRAL",30,"WARREN",227,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"CLAY",51,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,4,"(H)",NA
2017,"KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"CLAY",51,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KENTUCKY",21,"MIDWESTERN",20,"CHRISTIAN",47,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,2,"(H)",NA
2017,"KENTUCKY",21,"MIDWESTERN",20,"CHRISTIAN",47,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KENTUCKY",21,"MIDWESTERN",20,"DAVIESS",59,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,2,"(H)",NA
2017,"KENTUCKY",21,"MIDWESTERN",20,"DAVIESS",59,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KENTUCKY",21,"MIDWESTERN",20,"HOPKINS",107,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,3,"(H)",NA
2017,"KENTUCKY",21,"MIDWESTERN",20,"HOPKINS",107,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,84000,"14.6",NA
2017,"KENTUCKY",21,"MIDWESTERN",20,"TODD",219,"FOOD FISH","OTHER","ALL PRODUCTS",NA,1,"10.4",NA
2017,"KENTUCKY",21,"MIDWESTERN",20,"TODD",219,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KENTUCKY",21,"NORTHERN",40,"OLDHAM",185,"FOOD FISH","OTHER","ALL PRODUCTS",NA,1,"10.4",NA
2017,"KENTUCKY",21,"NORTHERN",40,"OLDHAM",185,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KENTUCKY",21,"PURCHASE",10,"CALLOWAY",35,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"(H)",NA
2017,"KENTUCKY",21,"PURCHASE",10,"CALLOWAY",35,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KENTUCKY",21,"PURCHASE",10,"CARLISLE",39,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"(H)",NA
2017,"KENTUCKY",21,"PURCHASE",10,"CARLISLE",39,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KENTUCKY",21,"PURCHASE",10,"GRAVES",83,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,2,"(H)",NA
2017,"KENTUCKY",21,"PURCHASE",10,"GRAVES",83,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"KENTUCKY",21,"PURCHASE",10,"HICKMAN",105,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,3,"(H)",NA
2017,"KENTUCKY",21,"PURCHASE",10,"HICKMAN",105,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"LOUISIANA",22,"CENTRAL",50,"CATAHOULA",25,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"(L)",NA
2017,"LOUISIANA",22,"CENTRAL",50,"CATAHOULA",25,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"LOUISIANA",22,"CENTRAL",50,"RAPIDES",79,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"39.2",NA
2017,"LOUISIANA",22,"CENTRAL",50,"RAPIDES",79,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"LOUISIANA",22,"EAST CENTRAL",60,"TANGIPAHOA",105,"FOOD FISH","OTHER","ALL PRODUCTS",NA,2,"(H)",NA
2017,"LOUISIANA",22,"EAST CENTRAL",60,"TANGIPAHOA",105,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"LOUISIANA",22,"NORTHEAST",30,"EAST CARROLL",35,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"39.2",NA
2017,"LOUISIANA",22,"NORTHEAST",30,"EAST CARROLL",35,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"LOUISIANA",22,"SOUTH CENTRAL",80,"SAINT MARTIN",99,"FOOD FISH","OTHER","ALL PRODUCTS",NA,3,"(H)",NA
2017,"LOUISIANA",22,"SOUTH CENTRAL",80,"SAINT MARTIN",99,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"LOUISIANA",22,"SOUTH CENTRAL",80,"SAINT MARTIN",99,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"39.2",NA
2017,"LOUISIANA",22,"SOUTH CENTRAL",80,"SAINT MARTIN",99,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"LOUISIANA",22,"SOUTHWEST",70,"ACADIA",1,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,2,"39.2",NA
2017,"LOUISIANA",22,"SOUTHWEST",70,"ACADIA",1,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"LOUISIANA",22,"SOUTHWEST",70,"BEAUREGARD",11,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"39.2",NA
2017,"LOUISIANA",22,"SOUTHWEST",70,"BEAUREGARD",11,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"LOUISIANA",22,"SOUTHWEST",70,"CALCASIEU",19,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"39.2",NA
2017,"LOUISIANA",22,"SOUTHWEST",70,"CALCASIEU",19,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"LOUISIANA",22,"SOUTHWEST",70,"VERMILION",113,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"39.2",NA
2017,"LOUISIANA",22,"SOUTHWEST",70,"VERMILION",113,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MAINE",23,"CENTRAL",20,"HANCOCK",9,"FOOD FISH","OTHER","ALL PRODUCTS",NA,3,"(H)",NA
2017,"MAINE",23,"CENTRAL",20,"HANCOCK",9,"FOOD FISH","OTHER","ALL PRODUCTS",NA,400000,"7.5",NA
2017,"MAINE",23,"CENTRAL",20,"PENOBSCOT",19,"FOOD FISH","OTHER","ALL PRODUCTS",NA,1,"(H)",NA
2017,"MAINE",23,"CENTRAL",20,"PENOBSCOT",19,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MAINE",23,"CENTRAL",20,"PENOBSCOT",19,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"6.8",NA
2017,"MAINE",23,"CENTRAL",20,"PENOBSCOT",19,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MAINE",23,"CENTRAL",20,"SOMERSET",25,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"6.8",NA
2017,"MAINE",23,"CENTRAL",20,"SOMERSET",25,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MAINE",23,"CENTRAL",20,"WALDO",27,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"6.8",NA
2017,"MAINE",23,"CENTRAL",20,"WALDO",27,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MAINE",23,"CENTRAL",20,"WASHINGTON",29,"FOOD FISH","OTHER","ALL PRODUCTS",NA,4,"(H)",NA
2017,"MAINE",23,"CENTRAL",20,"WASHINGTON",29,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MAINE",23,"CENTRAL",20,"WASHINGTON",29,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"6.8",NA
2017,"MAINE",23,"CENTRAL",20,"WASHINGTON",29,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MAINE",23,"SOUTH",30,"ANDROSCOGGIN",1,"FOOD FISH","OTHER","ALL PRODUCTS",NA,1,"(H)",NA
2017,"MAINE",23,"SOUTH",30,"ANDROSCOGGIN",1,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MAINE",23,"SOUTH",30,"ANDROSCOGGIN",1,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"6.8",NA
2017,"MAINE",23,"SOUTH",30,"ANDROSCOGGIN",1,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MAINE",23,"SOUTH",30,"CUMBERLAND",5,"FOOD FISH","TROUT","ALL PRODUCTS",NA,2,"6.8",NA
2017,"MAINE",23,"SOUTH",30,"CUMBERLAND",5,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MAINE",23,"SOUTH",30,"FRANKLIN",7,"FOOD FISH","OTHER","ALL PRODUCTS",NA,2,"(H)",NA
2017,"MAINE",23,"SOUTH",30,"FRANKLIN",7,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MAINE",23,"SOUTH",30,"FRANKLIN",7,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"6.8",NA
2017,"MAINE",23,"SOUTH",30,"FRANKLIN",7,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MAINE",23,"SOUTH",30,"KENNEBEC",11,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"6.8",NA
2017,"MAINE",23,"SOUTH",30,"KENNEBEC",11,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MAINE",23,"SOUTH",30,"LINCOLN",15,"FOOD FISH","OTHER","ALL PRODUCTS",NA,5,"(H)",NA
2017,"MAINE",23,"SOUTH",30,"LINCOLN",15,"FOOD FISH","OTHER","ALL PRODUCTS",NA,29000,"7.5",NA
2017,"MARYLAND",24,"NORTH CENTRAL",20,"HARFORD",25,"FOOD FISH","OTHER","ALL PRODUCTS",NA,1,"93.3",NA
2017,"MARYLAND",24,"NORTH CENTRAL",20,"HARFORD",25,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MARYLAND",24,"NORTH CENTRAL",20,"HARFORD",25,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"6.7",NA
2017,"MARYLAND",24,"NORTH CENTRAL",20,"HARFORD",25,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MARYLAND",24,"NORTH CENTRAL",20,"WASHINGTON",43,"FOOD FISH","OTHER","ALL PRODUCTS",NA,1,"93.3",NA
2017,"MARYLAND",24,"NORTH CENTRAL",20,"WASHINGTON",43,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MARYLAND",24,"NORTH CENTRAL",20,"WASHINGTON",43,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"6.7",NA
2017,"MARYLAND",24,"NORTH CENTRAL",20,"WASHINGTON",43,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MARYLAND",24,"SOUTHERN",80,"ANNE ARUNDEL",3,"FOOD FISH","OTHER","ALL PRODUCTS",NA,1,"93.3",NA
2017,"MARYLAND",24,"SOUTHERN",80,"ANNE ARUNDEL",3,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MARYLAND",24,"SOUTHERN",80,"ANNE ARUNDEL",3,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"7.8",NA
2017,"MARYLAND",24,"SOUTHERN",80,"ANNE ARUNDEL",3,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MARYLAND",24,"SOUTHERN",80,"ANNE ARUNDEL",3,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"6.7",NA
2017,"MARYLAND",24,"SOUTHERN",80,"ANNE ARUNDEL",3,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MARYLAND",24,"SOUTHERN",80,"CHARLES",17,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"6.7",NA
2017,"MARYLAND",24,"SOUTHERN",80,"CHARLES",17,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MARYLAND",24,"UPPER EASTERN SHORE",30,"KENT",29,"FOOD FISH","OTHER","ALL PRODUCTS",NA,2,"93.3",NA
2017,"MARYLAND",24,"UPPER EASTERN SHORE",30,"KENT",29,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"BARNSTABLE",1,"FOOD FISH","TROUT","ALL PRODUCTS",NA,4,"60.6",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"BARNSTABLE",1,"FOOD FISH","TROUT","ALL PRODUCTS",NA,996000,"11.0",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"BERKSHIRE",3,"FOOD FISH","TROUT","ALL PRODUCTS",NA,4,"60.6",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"BERKSHIRE",3,"FOOD FISH","TROUT","ALL PRODUCTS",NA,83000,"11.0",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"BRISTOL",5,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"60.6",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"BRISTOL",5,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"FRANKLIN",11,"FOOD FISH","OTHER","ALL PRODUCTS",NA,1,"(H)",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"FRANKLIN",11,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"FRANKLIN",11,"FOOD FISH","TROUT","ALL PRODUCTS",NA,2,"60.6",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"FRANKLIN",11,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"HAMPSHIRE",15,"FOOD FISH","OTHER","ALL PRODUCTS",NA,2,"(H)",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"HAMPSHIRE",15,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"HAMPSHIRE",15,"FOOD FISH","TROUT","ALL PRODUCTS",NA,3,"60.6",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"HAMPSHIRE",15,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"MIDDLESEX",17,"FOOD FISH","OTHER","ALL PRODUCTS",NA,3,"(H)",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"MIDDLESEX",17,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"9.8",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"PLYMOUTH",23,"FOOD FISH","TROUT","ALL PRODUCTS",NA,4,"60.6",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"PLYMOUTH",23,"FOOD FISH","TROUT","ALL PRODUCTS",NA,80000,"11.0",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"WORCESTER",27,"FOOD FISH","TROUT","ALL PRODUCTS",NA,2,"60.6",NA
2017,"MASSACHUSETTS",25,"ALL COUNTIES",10,"WORCESTER",27,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MICHIGAN",26,"CENTRAL",50,"MIDLAND",111,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"(H)",NA
2017,"MICHIGAN",26,"CENTRAL",50,"MIDLAND",111,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MICHIGAN",26,"CENTRAL",50,"MONTCALM",117,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"(H)",NA
2017,"MICHIGAN",26,"CENTRAL",50,"MONTCALM",117,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MICHIGAN",26,"NORTHEAST",30,"ALCONA",1,"FOOD FISH","TROUT","ALL PRODUCTS",NA,3,"(H)",NA
2017,"MICHIGAN",26,"NORTHEAST",30,"ALCONA",1,"FOOD FISH","TROUT","ALL PRODUCTS",NA,145000,"6.3",NA
2017,"MICHIGAN",26,"NORTHEAST",30,"IOSCO",69,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"(H)",NA
2017,"MICHIGAN",26,"NORTHEAST",30,"IOSCO",69,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MICHIGAN",26,"NORTHWEST",20,"ANTRIM",9,"FOOD FISH","TROUT","ALL PRODUCTS",NA,7,"(H)",NA
2017,"MICHIGAN",26,"NORTHWEST",20,"ANTRIM",9,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MICHIGAN",26,"NORTHWEST",20,"EMMET",47,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"(H)",NA
2017,"MICHIGAN",26,"NORTHWEST",20,"EMMET",47,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MICHIGAN",26,"NORTHWEST",20,"KALKASKA",79,"FOOD FISH","OTHER","ALL PRODUCTS",NA,2,"80.5",NA
2017,"MICHIGAN",26,"NORTHWEST",20,"KALKASKA",79,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MICHIGAN",26,"NORTHWEST",20,"WEXFORD",165,"FOOD FISH","TROUT","ALL PRODUCTS",NA,2,"(H)",NA
2017,"MICHIGAN",26,"NORTHWEST",20,"WEXFORD",165,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MICHIGAN",26,"SOUTH CENTRAL",80,"HILLSDALE",59,"FOOD FISH","OTHER","ALL PRODUCTS",NA,2,"80.5",NA
2017,"MICHIGAN",26,"SOUTH CENTRAL",80,"HILLSDALE",59,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MICHIGAN",26,"SOUTH CENTRAL",80,"JACKSON",75,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"(H)",NA
2017,"MICHIGAN",26,"SOUTH CENTRAL",80,"JACKSON",75,"FOOD FISH","TROUT","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MICHIGAN",26,"SOUTH CENTRAL",80,"SHIAWASSEE",155,"FOOD FISH","OTHER","ALL PRODUCTS",NA,1,"80.5",NA
2017,"MICHIGAN",26,"SOUTH CENTRAL",80,"SHIAWASSEE",155,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MICHIGAN",26,"SOUTHEAST",90,"LAPEER",87,"FOOD FISH","OTHER","ALL PRODUCTS",NA,1,"80.5",NA
2017,"MICHIGAN",26,"SOUTHEAST",90,"LAPEER",87,"FOOD FISH","OTHER","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MICHIGAN",26,"SOUTHEAST",90,"WASHTENAW",161,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,1,"6.3",NA
2017,"MICHIGAN",26,"SOUTHEAST",90,"WASHTENAW",161,"FOOD FISH","CATFISH","ALL PRODUCTS",NA,NA,"(D)",NA
2017,"MICHIGAN",26,"SOUTHEAST",90,"WASHTENAW",161,"FOOD FISH","TROUT","ALL PRODUCTS",NA,1,"(H)",NA
