"Year","State","Species","Product_Type","Unit","Value","CV...."
2012,"CALIFORNIA","TROUT","ALL PRODUCTS",NA,3181000,"60.0"
2012,"CALIFORNIA","OTHER","ALL PRODUCTS",NA,2,"45.9"
2012,"CALIFORNIA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"CALIFORNIA","TROUT","ALL PRODUCTS",NA,3,"58.7"
2012,"CALIFORNIA","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"CALIFORNIA","OTHER","ALL PRODUCTS",NA,1,"45.9"
2012,"CALIFORNIA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"CALIFORNIA","TROUT","ALL PRODUCTS",NA,1,"58.7"
2012,"CALIFORNIA","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"CALIFORNIA","OTHER","ALL PRODUCTS",NA,1,"45.9"
2012,"CALIFORNIA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"CALIFORNIA","CATFISH","ALL PRODUCTS",NA,2,"43.8"
2012,"CALIFORNIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"CALIFORNIA","CATFISH","ALL PRODUCTS",NA,2,"43.8"
2012,"CALIFORNIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"CALIFORNIA","OTHER","ALL PRODUCTS",NA,16,"45.9"
2012,"CALIFORNIA","OTHER","ALL PRODUCTS",NA,5684000,"58.8"
2012,"CALIFORNIA","CATFISH","ALL PRODUCTS",NA,1,"43.8"
2012,"CALIFORNIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"CALIFORNIA","TROUT","ALL PRODUCTS",NA,3,"58.7"
2012,"CALIFORNIA","TROUT","ALL PRODUCTS",NA,988000,"60.0"
2012,"CALIFORNIA","TROUT","ALL PRODUCTS",NA,1,"58.7"
2012,"CALIFORNIA","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,1,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","CATFISH","ALL PRODUCTS",NA,1,"(L)"
2012,"COLORADO","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,2,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,5,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","OTHER","ALL PRODUCTS",NA,1,"67.1"
2012,"COLORADO","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","CATFISH","ALL PRODUCTS",NA,1,"(L)"
2012,"COLORADO","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,2,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,4,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,1961000,"49.3"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,3,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,2,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,2,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,2,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","OTHER","ALL PRODUCTS",NA,1,"67.1"
2012,"COLORADO","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","CATFISH","ALL PRODUCTS",NA,1,"(L)"
2012,"COLORADO","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","OTHER","ALL PRODUCTS",NA,1,"67.1"
2012,"COLORADO","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,2,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,3,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","CATFISH","ALL PRODUCTS",NA,1,"(L)"
2012,"COLORADO","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,1,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","OTHER","ALL PRODUCTS",NA,1,"67.1"
2012,"COLORADO","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,3,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","CATFISH","ALL PRODUCTS",NA,1,"(L)"
2012,"COLORADO","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,1,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,5,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,837000,"49.3"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,4,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,1,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","OTHER","ALL PRODUCTS",NA,2,"67.1"
2012,"COLORADO","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,2,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,1,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,1,"52.5"
2012,"COLORADO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"CONNECTICUT","TROUT","ALL PRODUCTS",NA,1,"(L)"
2012,"CONNECTICUT","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"CONNECTICUT","TROUT","ALL PRODUCTS",NA,2,"(L)"
2012,"CONNECTICUT","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"CONNECTICUT","OTHER","ALL PRODUCTS",NA,2,"21.9"
2012,"CONNECTICUT","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"CONNECTICUT","CATFISH","ALL PRODUCTS",NA,2,"21.9"
2012,"CONNECTICUT","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"CONNECTICUT","TROUT","ALL PRODUCTS",NA,1,"(L)"
2012,"CONNECTICUT","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"CONNECTICUT","TROUT","ALL PRODUCTS",NA,2,"(L)"
2012,"CONNECTICUT","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"DELAWARE","OTHER","ALL PRODUCTS",NA,2,"(L)"
2012,"DELAWARE","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"DELAWARE","OTHER","ALL PRODUCTS",NA,1,"(L)"
2012,"DELAWARE","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,3,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,18000,"28.0"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,2,"50.1"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,4,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,5,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,11000,"28.0"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,2,"50.1"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,3,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,1,"50.1"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,2,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,1,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,3,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,13000,"28.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,1,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,1,"50.1"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,3,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"28.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,4,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,3,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,3,"50.1"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,1,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,3,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,1000,"28.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,1,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,2,"50.1"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,4,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,23000,"28.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,4,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,1,"50.1"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,1,"50.1"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,2,"50.1"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,1,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,2,"50.1"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,1,"50.1"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,1,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,7,"50.1"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,502000,"42.5"
2012,"FLORIDA","TROUT","ALL PRODUCTS",NA,1,"(L)"
2012,"FLORIDA","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,2,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,2,"50.1"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,1,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,1,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,2,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,2,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,2,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,1,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,8,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,1486000,"28.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,3,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,1000,"28.0"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,3,"50.1"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,2000,"42.5"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,1,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,5,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,1,"50.1"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,15,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,159000,"28.0"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,3,"50.1"
2012,"FLORIDA","CATFISH","ALL PRODUCTS",NA,1000,"42.5"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,1,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,3,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,2,"34.0"
2012,"FLORIDA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,4,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,21000,"13.9"
2012,"GEORGIA","OTHER","ALL PRODUCTS",NA,3,"31.6"
2012,"GEORGIA","OTHER","ALL PRODUCTS",NA,5000,"21.7"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,1,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,2,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,2,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,2,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,4,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,2,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,1,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,1,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,2,"19.8"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,3,"19.8"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,504000,"0.9"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,2,"19.8"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,2,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,6,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,5,"19.8"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,NA,"0.9"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,1,"19.8"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,2,"19.8"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,1,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,1,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,1,"19.8"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,1,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,2,"19.8"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,1,"19.8"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,2,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,2,"19.8"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,2,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,1,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","OTHER","ALL PRODUCTS",NA,1,"31.6"
2012,"GEORGIA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,1,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,2,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,1,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,2,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,1,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","OTHER","ALL PRODUCTS",NA,1,"31.6"
2012,"GEORGIA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,1,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,2,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,2,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,4,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,4000,"13.9"
2012,"GEORGIA","OTHER","ALL PRODUCTS",NA,1,"31.6"
2012,"GEORGIA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,1,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,2,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,1,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,2,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,1,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,6,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,38000,"13.9"
2012,"GEORGIA","OTHER","ALL PRODUCTS",NA,2,"31.6"
2012,"GEORGIA","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,2,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,2,"19.8"
2012,"GEORGIA","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,1,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,2,"45.0"
2012,"GEORGIA","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"HAWAII","OTHER","ALL PRODUCTS",NA,10,"30.5"
2012,"HAWAII","OTHER","ALL PRODUCTS",NA,14000,"56.1"
2012,"HAWAII","CATFISH","ALL PRODUCTS",NA,4,"40.0"
2012,"HAWAII","CATFISH","ALL PRODUCTS",NA,17000,"67.7"
2012,"HAWAII","OTHER","ALL PRODUCTS",NA,7,"30.5"
2012,"HAWAII","OTHER","ALL PRODUCTS",NA,4000,"56.1"
2012,"HAWAII","CATFISH","ALL PRODUCTS",NA,2,"40.0"
2012,"HAWAII","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"HAWAII","OTHER","ALL PRODUCTS",NA,17,"30.5"
2012,"HAWAII","OTHER","ALL PRODUCTS",NA,844000,"56.1"
2012,"HAWAII","CATFISH","ALL PRODUCTS",NA,7,"40.0"
2012,"HAWAII","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,1,"42.4"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","OTHER","ALL PRODUCTS",NA,1,"23.7"
2012,"IDAHO","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,3,"42.4"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,842000,"30.8"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,2,"42.4"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,1,"42.4"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,2,"42.4"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,1,"42.4"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,2,"42.4"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","OTHER","ALL PRODUCTS",NA,1,"23.7"
2012,"IDAHO","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,3,"42.4"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","OTHER","ALL PRODUCTS",NA,1,"23.7"
2012,"IDAHO","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,1,"42.4"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,1,"42.4"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,1,"42.4"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,2,"42.4"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,1,"42.4"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,1,"42.4"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","OTHER","ALL PRODUCTS",NA,4,"23.7"
2012,"IDAHO","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,15,"42.4"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,17352000,"30.8"
2012,"IDAHO","OTHER","ALL PRODUCTS",NA,2,"23.7"
2012,"IDAHO","OTHER","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","CATFISH","ALL PRODUCTS",NA,1,"(L)"
2012,"IDAHO","CATFISH","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,7,"42.4"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,1,"42.4"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,NA,"(D)"
2012,"IDAHO","TROUT","ALL PRODUCTS",NA,1,"42.4"
